"CO_ENTIDADE","nome_escola_2020","situacao_2021","dependencia","rede","matriculas_2020","address","Latitude","Longitude "
35464326,"ESCOLA PEQUIA","paralisada_2021","3_privada_nao_conveniada","privada",10,"DIOGO CORONEL, 578 RUA. JARDIM GLORIA. 01545-001 São Paulo - SP.","-46.62334"," -23.57847"
35466803,"ESC PART PASSO A PASSO ESCOLA INFANTIL","paralisada_2021","3_privada_nao_conveniada","privada",19,"RUA JISITI NODA, 151 JARDIM MARIA VIRGINIA. 05761-270 São Paulo - SP.","-46.76588"," -23.63716"
35472293,"CASINHA DA ALEGRIA ESCOLA","paralisada_2021","3_privada_nao_conveniada","privada",13,"PAULINO VITAL DE MORAIS, 601 RUA. PARQUE MARIA HELENA. 05855-000 São Paulo - SP.","-46.7625967"," -23.6632156"
35479536,"FOFINHO BERCARIO E ESCOLA","paralisada_2021","3_privada_nao_conveniada","privada",28,"RUA MAESTRO CARDIM, 1058 CASA. LIBERDADE. 01323-000 São Paulo - SP.","NaN"," NaN"
35497319,"ESC PART CONTO DE FADAS","paralisada_2021","3_privada_nao_conveniada","privada",23,"AVENIDA PARADA PINTO, 556 ALTOS. VILA NOVA CACHOEIRINHA. 02611-002 São Paulo - SP.","NaN"," NaN"
35497344,"SONHO DE CRIANCA CENTRO RECREATIVO INFANTIL","paralisada_2021","3_privada_nao_conveniada","privada",33,"RUA PROFESSOR RODOLFO SAO TIAGO, 74 BELENZINHO. 03059-050 São Paulo - SP.","-46.59123"," -23.53928"
35497393,"CR P CONV ABRACO DE MAE","paralisada_2021","2_privada_conveniada","pública ou conveniada",133,"TABATINGA, 751 VILA ITABERABA. 02847-020 São Paulo - SP.","-46.6909"," -23.4615"
35497400,"PIRULITO COLORIDO INSTITUTO INFANTIL","paralisada_2021","3_privada_nao_conveniada","privada",14,"RUA ARAGAO, 257 VILA MAZZEI. 02308-000 São Paulo - SP.","-46.60598"," -23.47521"
35507261,"CR P CONV EDNA MATTOS","paralisada_2021","2_privada_conveniada","pública ou conveniada",92,"MESTRE SIMEAO JOSE DE NAZARE, 368 JARDIM CECY. 02872-030 São Paulo - SP.","NaN"," NaN"
35507842,"LUA DE ALGODAO NUCLEO DE EDUCACAO INFANTIL UNIDADE II","paralisada_2021","3_privada_nao_conveniada","privada",14,"RUA DOUTOR ROMEO FERRO, 217 JARDIM BONFIGLIOLI. 05591-000 São Paulo - SP.","-46.73136"," -23.57946"
35560315,"ABC DO BABY ESCOLA DE EDUCACAO INFANTIL","paralisada_2021","3_privada_nao_conveniada","privada",40,"RUA CAMPO MAIOR, 60 CIDADE PATRIARCA. 03551-110 São Paulo - SP.","-46.50151"," -23.53382"
35561393,"CR P CONV TIA MIMA","extinta_2021","2_privada_conveniada","pública ou conveniada",198,"DAS LAGRIMAS, 810 IPIRANGA. 04232-000 São Paulo - SP.","NaN"," NaN"
35562105,"EDUCAR E CRESCER ESCOLA DE EDUCACAO INFANTIL","paralisada_2021","3_privada_nao_conveniada","privada",38,"RUA FRUTUOSO BARBOSA, 707 JARDIM PRIMAVERA ZONA SUL. 04812-030 São Paulo - SP.","-46.689849"," -23.7182605"
35564874,"LUZ DO SOL BERCARIO E EDUCACAO INFANTIL","extinta_2021","3_privada_nao_conveniada","privada",12,"RUA SALES JUNIOR, 294 ALTO DA LAPA. 05083-070 São Paulo - SP.","NaN"," NaN"
35567747,"CR P CONV NOVO AMANHECER - JARDIM AMALIA","extinta_2021","2_privada_conveniada","pública ou conveniada",110,"SERRA DA CANASTRA, 101 JARDIM AMALIA. 05890-220 São Paulo - SP.","-46.7869"," -23.6652"
35567991,"CR P CONV NOVO AMANHECER - JARDIM THOMAZ","paralisada_2021","2_privada_conveniada","pública ou conveniada",67,"MICHEL JACOB CHEID, 64 JARDIM THOMAZ. 05833-240 São Paulo - SP.","-46.7575"," -23.6735"
35568512,"CHARANGUINHA ESCOLA DE EDUCACAO INFANTIL","paralisada_2021","3_privada_nao_conveniada","privada",36,"RUA FONTOURA XAVIER, 298 ESQUINA. ITAQUERA. 08295-300 São Paulo - SP.","-46.4551"," -23.54823"
35568961,"M D VIDA NOVA INSTITUTO DE EDUCACAO INFANTIL","paralisada_2021","3_privada_nao_conveniada","privada",4,"RUA BRAGA, 49 VILA FACHINI. 04326-140 São Paulo - SP.","-46.63606"," -23.65415"
35576190,"CR P CONV GALPAO ATRIA II","paralisada_2021","2_privada_conveniada","pública ou conveniada",103,"ANTONIO LOMBARDO, 165 JARDIM SANTA TEREZINHA ZONA LESTE. 03572-230 São Paulo - SP.","-46.49910794"," -23.57335804"
35577637,"FADELITO EDUCACAO INFANTIL - FADELITO III","paralisada_2021","3_privada_nao_conveniada","privada",68,"RUA DOUTOR LUIZ MIGLIANO, 425 JARDIM VAZANI. 05711-000 São Paulo - SP.","NaN"," NaN"
35578373,"CR P CONV FLOR DO ORIENTE II","extinta_2021","2_privada_conveniada","pública ou conveniada",70,"MANUEL NUNES FIGUEIRA, 220 CHACARA DONA OLIVIA. 08141-300 São Paulo - SP.","NaN"," NaN"
35578794,"CR P CONV AMANHECER","extinta_2021","2_privada_conveniada","pública ou conveniada",57,"LOUIS CARRAND, 63 JARDIM MACEDONIA. 05894-360 São Paulo - SP.","-46.79061553"," -23.65079419"
35579336,"ESC PART COLEGIO AGNUS DEI JUNIOR","extinta_2021","3_privada_nao_conveniada","privada",43,"RUA JOAO AMOS COMENIUS, 1217 J. S. BERNARDO. 04844-420 São Paulo - SP.","NaN"," NaN"
35580478,"ESC PART E BOM SONHAR E E I","paralisada_2021","3_privada_nao_conveniada","privada",9,"RUA JOSE DE ALBUQUERQUE MEDEIROS, 30 AGUA FRIA. 02336-000 São Paulo - SP.","NaN"," NaN"
35583388,"ESCOLA DE EDUCACAO INFANTIL GRAO DE CHAO II","extinta_2021","3_privada_nao_conveniada","privada",11,"RUA TANABI, 201 AGUA BRANCA. 05002-010 São Paulo - SP.","-46.675003"," -23.5304247"
35583728,"CR P CONV PAULO FREIRE","paralisada_2021","2_privada_conveniada","pública ou conveniada",103,"CAIAPE, 167 VILA PENTEADO. 02867-000 São Paulo - SP.","NaN"," NaN"
35583820,"ESC PART NOVA ALIANCA E I","paralisada_2021","3_privada_nao_conveniada","privada",2,"AVENIDA ABILIO PEDRO RAMOS, 812 JACANA. 02279-000 São Paulo - SP.","NaN"," NaN"
35584551,"ESCOLA DE EDUCACAO INFANTIL CATA-VENTO","paralisada_2021","3_privada_nao_conveniada","privada",47,"RUA OLGA FADEL ABARCA, 125 JARDIM SANTA TERESINHA. 03572-020 São Paulo - SP.","-46.5027463"," -23.5711057"
35584678,"CR P CONV VOVO MIRA","paralisada_2021","2_privada_conveniada","pública ou conveniada",101,"SANTA, 144 VILA MASCOTE. 04363-070 São Paulo - SP.","NaN"," NaN"
35585397,"ESCOLA KINDERGARTEN BABIES","paralisada_2021","3_privada_nao_conveniada","privada",47,"RUA AZEVEDO SOARES, 2143 VILA GOMES CARDIM. 03322-000 São Paulo - SP.","NaN"," NaN"
35585956,"ESCOLA DE EDUCACAO DE INFANTIL RECANTO DAS BEXIGAS","paralisada_2021","3_privada_nao_conveniada","privada",15,"UACUMA, 624 RUA. JARDIM SANTA MARIA. 03575-000 São Paulo - SP.","NaN"," NaN"
35586812,"ESC PART BUSCANDO HORIZONTES","paralisada_2021","3_privada_nao_conveniada","privada",2,"JOAO BATISTA DI VITORIANO, 179 AVENIDA. JARDIM CONSORCIO. 04436-000 São Paulo - SP.","NaN"," NaN"
35586936,"LIPILULU EDUCACAO INFANTIL","paralisada_2021","3_privada_nao_conveniada","privada",13,"RUA EVANS, 193 03648-020 São Paulo - SP.","NaN"," NaN"
35586961,"ESCOLA DE EDUCACAO INFANTIL AQUARELA DA INFANCIA","paralisada_2021","3_privada_nao_conveniada","privada",23,"RUA SANTA GERTRUDES, 788 780. TATUAPE. 03408-020 São Paulo - SP.","-46.5500387"," -23.5479312"
35587448,"CR P CONV ARLETE ANIZETE DE OLIVEIRA LIMA","paralisada_2021","2_privada_conveniada","pública ou conveniada",113,"ENOCH BARREIRA DE MACEDO, 130 PARQUE TIETE. 02870-140 São Paulo - SP.","NaN"," NaN"
35800673,"INSTITUTO EDUCACIONAL DESCOBRINDO A VIDA LTDA","extinta_2021","3_privada_nao_conveniada","privada",19,"RUA CARNEIRO DA SILVA, 86 VILA LEOPOLDINA. 05304-020 São Paulo - SP.","NaN"," NaN"
35800797,"MEU PEQUENO MUNDO GRANDE CENTRO DE RECR E DESENVOLVIMENTO INFANTIL SC LTDA","paralisada_2021","3_privada_nao_conveniada","privada",45,"RUA BREJO ALEGRE, 398 BROOKLIN PAULISTA. 04557-051 São Paulo - SP.","-46.68293"," -23.60208"
35800880,"PLANETA CRIANCA E E I","paralisada_2021","3_privada_nao_conveniada","privada",44,"RUA DOS BRASOES, 142 SANTO AMARO. 04603-030 São Paulo - SP.","-46.6875"," -23.62879"
35801239,"VILA GUILHERME COLEGIO","paralisada_2021","3_privada_nao_conveniada","privada",6,"RUA GALATEA, 1794 RUA. VILA GUILHERME. 02068-000 São Paulo - SP.","-46.6113636"," -23.502999"
35801318,"EDUCANDARIO DA VILA SANTA THEREZA","paralisada_2021","3_privada_nao_conveniada","privada",13,"RUA AFONSO PORTO, 333 ARTUR ALVIM. 03567-030 São Paulo - SP.","-46.48921"," -23.53863"
35802670,"ARRAIAL DAS CORES ESCOLA","extinta_2021","3_privada_nao_conveniada","privada",16,"MACUNIS, 136 RUA. VILA MADALENA. 05444-000 São Paulo - SP.","-46.6961167"," -23.5590037"
35803819,"AGAPE COLEGIO","extinta_2021","3_privada_nao_conveniada","privada",17,"SABAO, 1172 ESTRADA. JARDIM MARISTELA. 02806-000 São Paulo - SP.","-46.6981742"," -23.4720429"
35806328,"INVENCOES COLEGIO","extinta_2021","3_privada_nao_conveniada","privada",28,"RUA TANABI, 334 RUA. PERDIZES. 05002-010 São Paulo - SP.","-46.6758061"," -23.529232"
35807285,"FADELITO CENTRO DE CONVICENCIA INF SC LTDA UN II","paralisada_2021","3_privada_nao_conveniada","privada",91,"PRACA ISAI LEINER, 164 JARDIM BONFIGLIOLI. 05592-140 São Paulo - SP.","-46.74171"," -23.57663"
35807552,"CENTRO EDUCACIONAL PRO-HOPE","paralisada_2021","3_privada_nao_conveniada","privada",3,"ALAMEDA DOS GUAIINUMBIS, 1027 ALAMEDA. PLANALTO PAULISTA. 04067-001 São Paulo - SP.","-46.65379"," -23.61414"
35808088,"RODHUM COLEGIO","paralisada_2021","3_privada_nao_conveniada","privada",16,"OTAVIANO BASILIO DA SILVA, 83/85 RUA. BRASILANDIA. 02845-120 São Paulo - SP.","-46.6929789"," -23.4710392"
35809573,"MIRANTE COLEGIO","extinta_2021","3_privada_nao_conveniada","privada",22,"RUA CONCEICAO PEREIRA, 325 RUA. PENHA. 03642-040 São Paulo - SP.","-46.5374314"," -23.5267646"
35813175,"LETRINHAS MAGICAS CENTRO RECREATIVO","extinta_2021","3_privada_nao_conveniada","privada",8,"RUA DOUTOR JOAO TONIOLO, 112 JARDIM SAO JOSE ZONA NORTE. 02969-000 São Paulo - SP.","-46.71441"," -23.48632"
35813230,"ROTERDAN INSTITUTO EDUCACIONAL","paralisada_2021","3_privada_nao_conveniada","privada",10,"FERNANDO MENDES DE ALMEIDA, 910 AVENIDA. PARQUE TAIPAS. 02987-100 São Paulo - SP.","NaN"," NaN"
35813953,"ESC PART GENIUS I E","paralisada_2021","3_privada_nao_conveniada","privada",9,"RUA VIRGILIO RODRIGUES, 06 TREMEMBE. 02372-020 São Paulo - SP.","NaN"," NaN"
35814209,"ACONCHEGO ESCOLA DE EDUC INFANTIL","paralisada_2021","3_privada_nao_conveniada","privada",48,"RUA QUITANDUBA, 50 CAXINGUI. 05516-030 São Paulo - SP.","-46.71539"," -23.58292"
35434954,"SUZANINHO ESCOLA DE EDUCACAO INFANTIL","paralisada_2021","3_privada_nao_conveniada","privada",19,"CARAMURU, 151 155. CIDADE EDSON. 08665-330 Suzano - SP.","-46.3091406"," -23.5572649"
35440425,"TRENZINHO MAGICO NUCLEO DE EDUCACAO INFANTIL","paralisada_2021","3_privada_nao_conveniada","privada",37,"PORTUGAL FREIXO, 192 RUA. CENTRO. 08674-170 Suzano - SP.","-46.31229"," -23.5390075"
35468058,"PEDACINHO DO CEU NUCLEO DE CONVIVENCIA INFANTIL","paralisada_2021","3_privada_nao_conveniada","privada",23,"ANTONIO MAYER, 138 RUA. JARDIM SANTO ANTONIO. 08674-310 Suzano - SP.","-46.3154194"," -23.5488042"
35564370,"CETES EDUCACAO INFANTIL COLEGIO","paralisada_2021","3_privada_nao_conveniada","privada",16,"ALBERT OSWALD, 292 RUA. PARQUE SUZANO. 08673-030 Suzano - SP.","-46.3141715"," -23.5362127"
35290403,"PORTO DELFORTH ESCOLA","paralisada_2021","3_privada_nao_conveniada","privada",20,"ACYLINO VENTINO DE MORAES, 218 RUA. JARDIM SAO PAULO. 06767-300 Taboão da Serra - SP.","-46.7882541"," -23.6211152"
35366055,"SOLAR DOS UNIDOS PROGRAMA DE ATENDIMENTO A CRIANCA","extinta_2021","2_privada_conveniada","pública ou conveniada",155,"PAULO AUGUSTO DE ANDRADE, 233 RUA. JARDIM SAO JUDAS TADEU. 06786-070 Taboão da Serra - SP.","-46.8102593"," -23.6296003"
35481920,"SOLAR DOS UNIDOS PROGRAMA DE ATENDIMENTO A CRIANCA III","extinta_2021","2_privada_conveniada","pública ou conveniada",113,"LAUDELINO GOMES RIBEIRO, 255 RUA. JARDIM IRACEMA. 06770-100 Taboão da Serra - SP.","-46.7847095"," -23.6358054"
35482161,"ENCANTOS DE CRIANCA ESCOLA DE EDUCACAO INFANTIL E BERCARIO","extinta_2021","3_privada_nao_conveniada","privada",5,"MARINO MARTINS DE OLIVEIRA, 341 PARQUE MONTE ALEGRE. 06756-030 Taboão da Serra - SP.","-46.75326"," -23.60609"
35811567,"SAPEQUINHA ESCOLA DE EDUCACAO INFANTIL","extinta_2021","3_privada_nao_conveniada","privada",26,"RUA JOSE ANDRE DE MORAES, 1270 RUA. JARDIM MONTE ALEGRE. 06755-000 Taboão da Serra - SP.","-46.7691783"," -23.600833"
35811592,"QUERO COLO ESCOLA DE EDUCACAO INFANTIL","extinta_2021","3_privada_nao_conveniada","privada",8,"RUA ALICE VAZAMI, 103 RUA. JARDIM MONTE ALEGRE. 06755-370 Taboão da Serra - SP.","-46.7924417"," -23.6387877"
35369202,"MARCILIO LINO ESCOLA MUNICIPAL","paralisada_2021","1_publica","pública ou conveniada",12,"RUA NATUREZA, 04 RUA. TIJUCO PRETO. 06730-000 Vargem Grande Paulista - SP.","-46.9919905"," -23.6337859"
